(BK)",411021,,02067901300,,02067901333,principal.sns@suryadatta.edu.in,http://www.suryadattaschool.org,2014,"Jun 16, 2014",SHEILA OKA,,"BA,MA,B.ED, PGDHRM",10,20,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SURYADATTA EDUCATION FOUNDATION
DELHI PUBLIC SCHOOL,6230012,FOREIGN SCHOOLS,NEPAL,DELHI,"BISHAL CHOWK, WARD NO.6 BIRATNAGAR",009772,00977,21462074,0097721525542,,principal.dpsbrt@gmail.com,,2010,"Apr 1, 2010",GEETA,0,M.A. B.ED,5,19,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",LAUREL EDUCATIONAL SOCIETY
MOTHER INDIA SR. SEC SCHOOL,530902,HARYANA,JHAJJAR,PANCHKULA,"VPO.-MARAUT
JHAJJAR-124103",124103,,9991090401,,,santoshmotherindia@gmail.com,,1994,"Apr 1, 1995",SANTOSH KUMARI,0,M.A.B.ED,13,13,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019","MOTHER INDIA SHIKSHA SUDHAR SAMITI, MAROT"
KENDRIYA VIDYALAYA,2400001,WEST BENGAL,CALCUTTA,BHUBANESWAR,"FORT WILLIAM KOLKATA, WEST BENGAL",700021,05832,22485117,375811,,binodkujur2014@gmail.com,,1967,"Apr 1, 2005",BINOD KUJUR,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",KENDRIYA VIDYALAYA SANGATHAN
VIDYA VAHINI,2131649,UTTAR PRADESH,ALLAHABAD,ALLAHABAD,"M G MARG, BESIDE K P INTER COLLEGE, SADAR, DIST. ALLAHABAD,",211001,,2256142,,05323263260,contact@vidyavahinischool.com,http://www.vidyavahini.com,2003,"Mar 12, 2007",NANDINI VERMA,0,MA BED,5,8,Senior Secondary,Provisional,"Apr 1, 2018","Mar 31, 2023",NANDINI
SEVEN STAR SENIOR SECONDARY PUBLIC SCHOOL,630168,HIMACHAL PRADESH,HAMIRPUR,PANCHKULA,"V P O BANI TEH BARSAR DISTT
HAMIRPUR (HIMACHAL PRADESH)",288139,,288139,,01972288139,ssisb2004@gmail.com,http://www.sevenstardatamax.com,2004,"Apr 7, 2004",SONAL KANWAR,2,M.A. MED,10,10,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",SEVENSTARSOCITY
MAYOOR SCHOOL,2130762,UTTAR PRADESH,GAUTAM BUDH NAGAR,DEHRADUN,SECTOR 126 EXPRESSWAY NOIDA UP,201304,,4618300,,07512569300,principalmayoor@gmail.com,,1999,"Jul 19, 2001",SARITA MADHOK,0,"PH. D., M.A., B. ED.",15,20,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",V R EDUCATIONAL TRUST
"SRI SRI RAVISHANKAR VIDYA MANDIR, BANGALORE ASHRAM",830328,KARNATAKA,BANGALORE,CHENNAI,"NO 269-270, B M KAVALU 21 KM, KANAKAPURA ROAD USAYAPURA, BANGALORE",560082,,65999951,,08026494156,principal.bangaloreashram@ssrvm.org,http://www.ssrvm.org,2002,"Jun 3, 2002",SUMA ATHRI,0,"MA, B''ED",6,23,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",SRI SRI RAVISHANKAR VIDYA MANDIR TRUST
"ODISHA ADARSH VIDYALAYA,",1520115,ODISHA,KHORDHA,BHUBANESWAR,"AT/PO- JAYANTIGIRI, VIO-BIGUMMA, DISTT.- KAPUT, ODISHA.",,,,,,,,,"Jan 1, 2018",,0,,,,Secondary School,,"Apr 1, 2017","Mar 31, 2019",
KASHI BRIGHT ANGEL'S SECONDARY SCHOOL,2130325,UTTAR PRADESH,RAI BARELI,ALLAHABAD,LALGANJ DISTT RAE BAREILLI RAE BAREILLI UTTAR PRADESH,229206,,246660,,,sarlakbas@gmail.com,,1990,,RADHA PANDEY,0,,,,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",KASHI BRIGHT ANGELS SCH SAMITI
"ADRASH VIDYA MANDIR MANDAWA, JHUNJHUNU",1730508,RAJASTHAN,JHUNJHUNU,AJMER,VILL/POST- MANDAWA,333704,,223552,,,mukeshsamota03@gmail.com,,2006,"Jul 1, 2006",MUKESH KUMAR SWAMI,0,"B.A., B.ED.",12,5,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2020",ADRASH VIDYA MANDIR SAMITI
"CHENNAI PUBLIC SCHOOL,",1930294,TAMILNADU,THIRUVALLUR,CHENNAI,"THIRUVALLORE MAIN ROAD, THIRUMAZHISAI, CHENNAI - 602107",602107,,04426262407,,,,http://www.chennaipublicschool.com,2007,"Jun 21, 2010",MADHU,2,"B.SC,M.A;M.MPHIL;B.ED",3,11,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",KUPPADISAATHAM NARAYANASAMI EDUCATIONAL TRUST
SAINIK SCHOOL,1280001,MANIPUR,IMPHAL,GUWAHATI,IMPHAL P B NO 21 IMPHAL MANIPUR,795001,,9191730843,,,captvinaytiwari2014@gmail.com,,1971,"Mar 31, 2012",VINAY TIWARI,1,,,,Senior Secondary,Provisional,"May 1, 1987","Mar 31, 2018",SAINIK SCHOOLS SCOY
ARMY PUBLIC SCHOOL,3580006,UTTARAKHAND,,DEHRADUN,BEG CENTRE ROORKEE CANTT UTTARANCHAL,247667,01275,274239,,01664246047,principal.aps1@gmail.com,http://www.srlce.com,1973,"Apr 1, 2004",RASHIM BHARGAVA,0,,,,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",AWES MANA GEMENTT COMMITTEE
GLOBAL PUBLIC SCHOOL,531294,HARYANA,GURGAON,PANCHKULA,V.P.O TEEKL TEH-GURGAON HARYANA,122101,,8377071409,,,mgiridharan1959@gmail.com,http://www.gpsgurgaon.com,2012,"Apr 1, 2012",M GIRIDHARAN,,M.A B.ED,15,12,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SH.PURAN SINGH MEMORIAL EDUCATION SOCIETY
KERALA EDUCATION SOCIETY SR.SEC. SCHOOL,2772015,DELHI,,DELHI,"POCKET - A-3, MAYUR VIHAR, PHASE - III",110096,011,22615596,22624023,,keralaschoolmv3@gmail.com,,1975,"Apr 1, 1991",LATHA NANDAKUMAR,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",ALOK PUNH VIDHGYA PEETH
VADANTA INTERNATIONAL  SCHOOL,1730703,RAJASTHAN,JAIPUR,AJMER,"BEHIND KARDHANI HATOJ, KALWAD ROAD, JAIPUR",302012,,2176071,,01412203738,sumita.minhas@gmail.com,http://www.vadantaschool.com,2011,"Mar 8, 2011",SUMITA P MINHAS,1,"M.SC, B.ED",12,31,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020",VADANTA FOUNDATION SOCIETY
B DEVRAS SARASWATI VIDYA MANDIR,2130461,UTTAR PRADESH,GAUTAM BUDH NAGAR,DEHRADUN,"H 107 SEC 12 NOIDA, GAUTAM BUDH NAGAR, UTTAR PRADESH",201301,0120,2536903,260367,261567,bdsvidyamandir@rediffmail.com,,1987,"Apr 1, 2002",KESHAV KUMAR SHARMA,2,"B.SC., M.A., M.ED.",5,13,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",BHARTIYA SHIKSHA SAMITI
SHATHI AL NOOR INTERNATIONAL SCHOOL,5730014,FOREIGN SCHOOLS,SAUDI ARABIA,DELHI,LIC NO 146/C MINISTRY OF EDUCATION KHALID BIN WALEED STREED SHARAFIA POST BOX NO 130026 JEEDAH-21372 KINGDOM OF SAUDI ARABIA,021372,009662,6510237,564016526,6571157,abdulnassarck@gmail.com,,2003,"Jun 12, 1980",ABDUL NASSAR C K,1,"MA, BED, SET",7,15,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",AL NOOR EDUCATIONAL SOCIETY
GOVT HIGHER SEC SCHOOL,3320143,CHATTISGARH,,BHUBANESWAR,MUNGELI BILASPUR CHHATTISGARH,,,,,,,,,,,,,,,Senior Secondary,Provisional,"Apr 1, 2001","Mar 31, 2004",
ST XAVIER'S PUBLIC SCHOOL,230046,ASSAM,BONGAIGAON,GUWAHATI,PO CHALANTAPARA BONGAIGAON ASSAM,783388,0361,272067,9864028899,2270204,johnvadakkanchery@gmail.com,http://dpsguwahati.g,1998,"Apr 7, 2003",JOHN JOSEPH,2,"M.A, B. ED",15,10,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",TAPC
MOUNT CARMEL SCHOOL,2730032,DELHI,,DELHI,ANAND NIKETAN NEW DELHI,110021,,24101190;26877712,26885259,,williams@del3.vsnl.net.in,,1972,,V K WILLIAMS,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",MOUNT CARMEL SCHOOL SOCIETY
MOTI RAM MEMIAL GIRLS SR SEC SCH,2782001,DELHI,EAST DELHI,DELHI,"P & N POCKET, DILSHAD GARDEN DELHI",110095,,22130004,22295444,,neelammalik286@gmail.com,,1967,"Apr 1, 1991",NEELAM MALIK,1,,,,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",MUKHERJI MEMIAL SCHOOL SHAHDRA SO
LOTUS NATIONAL SCHOOL,130215,ANDHRA PRADESH,,CHENNAI,"MADINAGUDA, MIYAPUR, SERILINGAMPALLY MANDAL, RANGAREDDY DISTT.",500050,,65292689,,,tejalaxman@yahoo.com,http://www.lotusnationalschool.com,2003,"Jun 24, 2004",G RAVI KUMAR,2,"BSC,BED",8,14,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",LOTUS LEARNING SYSTEMS SOCIETY
SAANDIPINI HIGH TECH SCHOOL,830168,KARNATAKA,BANGALORE,CHENNAI,# 40 RING ROAD NAGADEVANAHALLI JANANABHARATHI PO BANGALORE KARNATAKA,560056,080,28486827,,,revathiravi@rocketmail.com,,2002,"Jun 2, 2008",REVATHI T,0,,,,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2020",SANDIPINI EDUCATION TRUST
NABIL'S MEMORIAL SCHOOL,1830010,SIKKIM,SOUTH DISTRICT,GUWAHATI,"SHANTI NAGAR, P.W.D COLONY, JORETHANG SOUTH SIKKIM",737121,,2257658,,,ranjana19@gmail.com,,1994,"Feb 6, 1994",RANJANA PRADHAN,0,M.A. B.ED.,16,19,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2019",JORETHANG NABIL SOCIETY
VANASTHALI PUBLIC SCHOOL,2130932,UTTAR PRADESH,GHAZIABAD,DEHRADUN,"SECTOR-3 VASUNDRA, GHAZIABAD, UTTAR PRADESH",201012,0542,4111061,,,vpsvasundhara@gmail.com,,1982,"Jul 1, 1982",SHASHI JAIN,2,M.A.  B.ED.,10,10,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",ALL INDIA DIGAMBER JAIN SOCIETY
SIRAJUL HUDA ENGLISH MEDIUM SCHOOL,931187,KERALA,KOZHIKODE,TRIVANDRUM,"MEPPAYUR MANHAKULAM 
P O KEEZHARIYUR, QUILANDY, KOZIKODE",673324,,2675231,,04962596497,asincreation@gmail.com,,1991,"Jun 2, 2004",SOUDA,0,BA BED,8,15,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",SIRAJUL HUDA EDUCATIONAL COMPLEX KUTTIADY
GOVT CO-ED SR SEC SCHOOL,2756096,DELHI,,DELHI,JHATIKARA NEW DELHI,110043,,65888088,25596617,,gcoedjht@gmail.com,,1987,"Apr 1, 1991",FATEH SINGH,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018",DELHI ADMINISTRATION
KENDRIYA VIDYALAYA,2700021,DELHI,NORTH WEST DELHI,DELHI,SAINIK VIHAR DELHI,110034,011,27022979,27049209,,kvsainikvihar@yahoo.co.in,http://www.kvsvdelhi.com,1985,,LEENA SINGH,2,M.SC. M.ED.,7,24,Senior Secondary,Provisional,"Apr 1, 2012","Mar 31, 2017",KENDRIYA VIYALAYA SANGATHAN
JCM INTERNATIONAL SCHOOL,531162,HARYANA,FARIDABAD,PANCHKULA,"VPO- PANHERA KHURD, BALLABGARH, FARIDABAD,",121004,,9891271950,,,rachnasharma679@gmail.com,,2010,"Apr 1, 2010",RACHNASHARMA,2,M.A/B.ED/M.PHIL,5,5,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2017",YASH EDUCATION FOUNDATION
GITANJALI DEVAKUL,3630205,ANDHRA PRADESH,RANGAREDDY,CHENNAI,"5-3-416/A, SRIKRISHNA NAGAR, VV NAGAR EXT., KUKATPALLY",500072,,23160096,,,vijayaprasadt@hotmail.com,,2011,"Jun 14, 2011",VIJAYA TIPPARAJU,,"M.SC, B.ED",8,12,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",GITANJALI KUKATPALLY EDUCATION SOCIETY
CENTRAL SCHOOL FOR TIBETANS,2490002,WEST BENGAL,,BHUBANESWAR,"P O TOPKHANA, 11TH MILE, KALIMPONG DISTT. DARJEELING WEST BENGAL",734316,0251,255428,428,,cstkalimpong@gmail.com,http://www.kvranikhet.com,1964,"Jan 25, 2009",KELSANG DAWA,1,MA B ED,4,34,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2018",CENTRAL TIBETAN SCHOOLS ADMINSTRATI
RAMANUJAN SARVODAYA KANYA VIDYALAYA,2764024,DELHI,,DELHI,MEHRAULI NEW DELHI,110030,,26644813,26163607,,guptamadhu04@gmail.com,,1978,"Apr 1, 1991",MADHU GUPTA,2,,,,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",DELHI ADMN
AKAL ACADEMY MEHAL KALAN,1631049,PUNJAB,BARNALA,PANCHKULA,"VPO MEHAL KALAN, BARNALA - RAIKOT ROAD, DISTT. BARNALA (PUNJAB)",148104,,255400,,,balkaurcheema@gmail.com,,2008,"Apr 19, 2008",BALWINDER KAUR CHEEMA,,"MA, BED., PGDJMC",7,8,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019","THE KALGIDHAR TRUST, BARU SAHIB"
JAWAHAR NAVODAYA VIDYALAYA,1140011,MAHARASHTRA,OSMANABAD,CHENNAI,TULJAPUR  NALDURG ROAD TULJAPUR DISTT OSMABABAD MAHARASHTRA,413601,02471,244028,42081,251260,kiran8189@gmail.com,,1986,"Mar 31, 2011",K Y INGALE,1,"MA,BED.",8,20,Senior Secondary,Provisional,"Apr 1, 2003","Mar 31, 2011",NAVODAYA VIDYALAYA SAMITI
JAWAHAR NAVODAYA VIDYALAYA,1740007,RAJASTHAN,BHILWARA,AJMER,HURDA BHILWARA DT. RAJASTHAN,311022,01574,229511,82303,,prema_bera@rediffmail.com,,1987,"Apr 30, 2014",P R BERA,0,,,,Senior Secondary,Provisional,"Apr 1, 2009","Mar 31, 2014",NAVODAYA VIDYALAYA SAMITI
"SRI RENUKA FOUNDATION SCHOOL, MUNOLI",830603,KARNATAKA,BELGAUM,CHENNAI,"AT POST : MUNOLI, TQ: SOUNDATTI DIST: BELGAUM",591117,,277720,,,kalpananagar98@gmail.com,http://www.renukasugarsfoundation.com,2005,"Jul 14, 2008",KALPANA NAGAR,0,"B.A B.ED.,DNIIT,MBA",1,13,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SHREE RENUKA SUGARS DEVELOPMENT FOUNDATION
DAV PUBLIC SCHOOL,1530098,ODISHA,PURI,BHUBANESWAR,"NIMAPARA, DISTT PURI, ORISSA",752106,06758,250175,2593126,07752248007,mdmuntekhab@gmail.com,,1995,"Jul 1, 2005",M M HAQUE,1,"M.A, B.ED",4,8,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",DAV COLLEGE TRUST & MANAGING SOCIETY
HOLY HEAVEN PUBLIC SCHOOL,2131391,UTTAR PRADESH,MUZAFFARNAGAR,DEHRADUN,VILLAGE & POST OFFICE - DHINDHALI (UNN),247775,,9411275587,,,holyheaven7219@gmail.com,,2008,"Apr 1, 2008",NARESH KUMAR,0,"M.SC., B.ED",12,10,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",BHAGWAN SHIV EDUCATION SOCIETY
STELLA MARIS CONVENT SEC SCHOOL,2130033,UTTAR PRADESH,,ALLAHABAD,CIVIL LINES DISTT SULTANPUR UTTAR PRADESH,228001,0135,226333,2353,,stellamaris1968@rediffmail.com,,1968,"Jan 14, 2000",IRENE MARY,1,M.A.  M-COM,3,10,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",BETHANY EDUCATIONAL SOCIETY
EVERGREEN PUBLIC SCHOOL,1730289,RAJASTHAN,BHILWARA,AJMER,"NEW HOUSING BOARD, SHASTRI NAGAR BHILWARA RAJASTHAN",311001,01482,253048,235470,,egpsschool@gmail.com,,1978,"Jul 1, 2005",VIBHA SUKHWAL,2,"M.A,MED",13,15,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",EVERGREEN SEVA SAMITI
K L MEHTA DAYANAND PUBLIC SCHOOL,530313,HARYANA,FARIDABAD,PANCHKULA,SEC-7C FARIDABAD  HARYANA,121001,0171,4144094,01713290696,,kiran1398@gmail.com,,1970,"Apr 1, 2005",KIRAN CHUGH,2,B.ED; MA ENGLISH,5,12,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",MAHARISH DAYANAND EDN. SOCEITY FARI
CHRIST CHURCH DIOCESAN SCHOOL,330188,BIHAR,PATNA,PATNA,"COLLECTORATE ROAD, PATNA, BIHAR",800001,0612,2677152,75265,,rubina2228@gmail.com,,1972,"Aug 24, 1972",RUBINA HANSDAH,2,"MSC. , BED.",4,22,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2021",DIOCESAN EDUCATIONAL SOCIETY
NAV GIAN DEEP PUBLIC SCHOOL,2730452,DELHI,,DELHI,VIJAY ENCLAVE NEW DELHI,110045,03192,45082313;25039383,03192236175,,navgiandeepschool@rediffmail.com,,1993,"Jun 23, 2004",REEMA SHARMA,2,,,,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",GIANDEEP EDU & WEL SOCIETY
SREE CHITRA PUBLIC SCHOOL,930460,KERALA,THIRUVANANTHAPURAM,TRIVANDRUM,PANDAKASALA CHIRAYINKIL PO THIRUVANANTHAPURAM KERALA,695304,,2647706,,,annyjohn67@gmail.com,,2003,"Jun 8, 2003",ANNY JOHN,2,"M.A, B.ED,BACHELOR OF LIBRARY SCIENCE",,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",SREE CHITHRA EDU CULTURAL FILM SOC
BHAI GURUDAS PUBLIC SCHOOL,1630517,PUNJAB,JULLUNDUR,PANCHKULA,"VILLAGE & P.O. KALRA, NEAR ADAMPUR, JALANDHAR",144003,0181,2718230,,,bgpskalra@gmail.com,http://www.bgpskalra.in,2001,"Apr 1, 2001",KULWANT KAUR,0,MA BED,5,10,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",TAKSHILA EDUCATIONAL SOCIETY
BRIGHT PUBLIC SCHOOL,1930786,TAMILNADU,TIRUVANNAMALAI,CHENNAI,KULAMANDAI,604401,,241212,,,sarasudaya2017@gmail.com,,2013,"Jun 12, 2013",B SARASWATHI,0,"MCA., M.PHIL., B.ED.,",6,6,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",SHREE HAYAGREEVAR EDUCATIONAL TRUST
SWAMI VIVEKANAND GOVT MODEL SCHOOL,1720050,RAJASTHAN,BHILWARA,AJMER,"BLOCK, ASIND, DISTT- BHILWARA, RAJASTHAN",160019,,8764895763,,,principal.svgmsasind@gmail.com,,1954,"Apr 1, 1991",TULSI RAM KUMAWAT,0,,,,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2019",DPI
"SWAMI AWADHESHANAND PUBLIC SCHOOL, KAMPTEE",1130354,MAHARASHTRA,NAGPUR,CHENNAI,"BEHIND RAILWAY STATION , NEW KAMPTEE",441002,,288950,,07109287094,roysamuelkllr@gmail.com,http://www.sapskamptee.com,2007,"Jul 2, 2007",SAMUEL ROY,0,M.A. M.ED.,5,12,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2020",SHRI SADASHIVRAO PATIL SHIKSHAN SANSTHA
GREENWOOD SCHOOL,430297,GUJARAT,RAJKOT,AJMER,"OPP. MOTAL THE VILLAGE, KALAWAD ROAD, AT. HARIPAR PAR",360005,,9099957732,,,lionjadeja@gmail.com,,2015,"Apr 1, 2014",MICHAEL THOMAS,0,"MA, M.ED (ENGLISH)",5,12,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SHRI BHAGWATSINHJI CHERITABLE TRUST
ANGELS PUBLIC MODEL SCHOOL,630230,HIMACHAL PRADESH,KANGRA,PANCHKULA,VPO KHANNI TEHSIL NURPUR DISTT KANGRA HIMACHAL PRADESH,176201,,227777,,09459221777,kiranapms@gmail.com,,1996,"Apr 8, 1996",KIRAN BALA,,M.A. B.ED,10,10,Secondary School,Provisional,"Jan 4, 2017","Mar 31, 2020",ANGELS PUBLIC MODEL SCHOOL SABHA KHANNI
"MERRY LAND CONVENT SCHOOL, MANDI DABWALI DISTT. SIRSA",530767,HARYANA,SIRSA,PANCHKULA,"SIRSA ROAD,",125104,,01668227404,,,sahil_september@yahoo.co.in,,2006,"Apr 1, 2006",BRIJ ANAND,0,"M.A., B.ED.",10,5,Middle Class,Provisional,"Apr 1, 2009","Mar 31, 2012","SHREE LUXMI NARAIN MEMORIAL EDUCATION SOCIETY, MANDI DABWALI"
FLORA DALE SCHOOL,2730405,DELHI,NORTH EAST DELHI,DELHI,"R POCKET DILSHAD GARDEN, DISTT NORTH EAST DELHI, DELHI",110095,0891,47340931;22129159,22129161,,principal@floradale.org,,1988,"Jun 25, 2007",INDU BHATIA,1,M.SC B.ED,5,15,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",FDS CHILD EDN & SOC WEL SOCIETY
ACHARYA SUDARSHAN VIDYAPEETH,330651,BIHAR,SITAMARHI,PATNA,SUDARSHAN DHAM,843332,,275402,,,asutoshasv@gmail.com,,2012,"Apr 4, 2013",ASHUTOSH KUMAR SINGH,,"M.A., B.ED.",5,15,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",ACHARYA SUDARSHAN
ST. XAVIER'S SCHOOL,3430016,JHARKHAND,HAZARIBAGH,PATNA,P B NO. 19 HAZARIBAGH JHARKHAND,825301,0755,6222334,2250,4077720,pjamesj@gmail.com,http://www.gyanganga.net,1951,"Jul 3, 2000",P J JAMES SJ,1,M.A. M.ED. M.B.A.,8,10,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",SOCIETY OF JESUS
GOVT BOYS SR. SEC SCHOOL,2750100,DELHI,,DELHI,PALLA MAZRA DELHI,110036,011,27722016,27275880,,gbsspallamajra36@gmail.com,,1988,"Apr 1, 1991",SURAJ BHAN JANGALA,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020","DIRECTATE OF EDUCATION, DELHI ADM"
EBENEZER MARCUS INTERNATIONAL SCHOOL & JUNIOR COLLEGE,1930429,TAMILNADU,THIRUVALLUR,CHENNAI,"2, DANIEL STREET, WEST BANU NAGAR, PUDUR, AMBATTUR",600053,,65454548,,04426584556,drfidelissuja@gmail.com,http://www.ebenezermarcuscbse.com,2012,"Jun 7, 2012",D R FIDELIS SUJA,0,"M.A., M.ED.",10,15,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",EBENEZER MARCUS TRUST
SRI GURUHARKRISHAN PUBLIC SCHOOL,1630139,PUNJAB,AMRITSAR,PANCHKULA,MAJITHA ROAD BYE PASS KHANNA NAGAR AMRITSAR PUNJAB,143001,0183,2424080,,,kaur3dapinder@gmail.com,,1986,,DAPINDER KAUR,1,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",CHIEF KHALSA DIWAN
MADHAVA EDUCATION CENTRE CENTRAL SCHOOL,930108,KERALA,ALAPPUZHA,TRIVANDRUM,PALLIPAD PO ALAPPUZHA DISTT. KERALA,690512,0479,2406122,413840,08025584780,madhavacentralschool@gmail.com,,1983,"May 23, 2006",RADHIKA S,2,"M.A, M.ED, M.PHIL",15,16,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",VADHAVA EDU TRUST
SUNHILL ACADEMY,1730446,RAJASTHAN,ALWAR,AJMER,TIJARA ROAD KISHANGARH BAS,301405,,242522,,,principalsunhill@gmail.com,,2002,"Apr 1, 2002",ANURADHA CHAUHAN,0,M.A B.ED,3,5,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",MATSHYA SHIKSHA SAMITI
LAKSHAYA INTERNATIONAL SCHOOL,430314,GUJARAT,AHMEDABAD,AJMER,"OPP. APPLEWOODS TOWNSHIP,SHANTIPURA CROSS ROAD, SARDAR PATEL RING ROAD, SARKHEJ, AHMEDABAD",380058,,9925171261,,,info@lakshayaschool.com,http://www.lakshayaschool.com,2015,"Jun 15, 2015",NEHA AGRAWAL,,"B. COM, DIPLOMA IN TEACHERS TRAINING",4,4,Middle Class,Provisional,"Apr 1, 2017","Mar 31, 2020",YOGESHWAR EDUCATION FOUNDATION
SHRI GURU NANAK DEV SIKH PUBLIC SCHOOL,3530070,UTTARAKHAND,UDHAM SINGH NAGAR,DEHRADUN,NANAKPURI THANDA P O DARAU VIA KICHHA DT UDHAM SINGH NAGAR UTTARANCHAL,263148,05944,238848;66842,04712361879,0482823415,spsnanakpuri@rediffmail.com,,1990,"Jun 5, 2000",RAKESH SINGH,1,"M A, B ED",5,13,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",SRI GURU NANAK DEV SIKH PUB SCH SMT
RADIANT INTERNATIONAL SCHOOL,330120,BIHAR,PATNA,PATNA,"SAGUNA MORE, KHAGAUL ROAD PATNA BIHAR",800015,06115,9334488601;3111351,2287378,,principal.radiantpatna@gmail.com,,2002,"Jul 1, 2005",COL PREM PRAKASH,1,,,,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",TAPINCHI EDUCATIONAL SOCIETY
SWAMI VIVEKANAND GOVT MODEL SCHOOL,1720069,RAJASTHAN,JODHPUR,AJMER,"BLOCK- PHALODI, JODHPUR, RAJASTHAN",440001,,222037,,,prithvisingh15881@gmail.com,,1862,"Jul 3, 1995",PRITHVI SINGH CHARAN,0,,,,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2019","MAHARASHTRA REGIONAL BOARD OF EDUCATION(MRBE UPTO SECONDARY STAGE) AND JUNI COLLEGE OF EDUCATION OF THE CHURCH OF NTH INDIA, NAGPUR"
NANAKSAR ACADEMY,1630654,PUNJAB,PATIALA,PANCHKULA,"NANAKSAR ACADEMY,VILL SALEWALA,P.O KHANEWAL,JAKHAL ROAD,TEH PATRAN DISTT PATIALA PUNJAB 147105",147105,,288111,,01764288111,nanaksar.academy@ymail.com,http://www.nanaksaracademy.com,2008,"Mar 9, 2008",ANURADHA GOEL,0,"M.SC.,B.ED",8,6,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",BABA ISHER SINGH CHARITABLE TRUST JAGROAN LODHIANA
GOVERDHAN VIDYAPEETH,2131325,UTTAR PRADESH,MATHURA,ALLAHABAD,"6TH KM STONE ON GOVERDHAN CHATA ROAD, OM NAGAR PADAL, GOERDHAN",281504,,2815123,,,drgautamrb@gmail.com,http://www.goverdhanvidyapeeth.com,2010,"Apr 1, 2010",PANKAJ SHARMA,0,"M. SC., B. ED.",2,5,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2017",SHRI GOVERDHAN MAHARAJ EDUCAION TRUST
