id,rated,turns,victory_status,winner,increment_code,opening_name
lkDXybk6,FALSE,61,mate,white,10+0,Ruy Lopez: Steinitz Defense
IAXu89kU,TRUE,70,outoftime,black,10+0,Scandinavian Defense
LBl5IN1C,TRUE,93,mate,white,10+0,Indian Game: Anti-Gruenfeld |  Advance Variation
uWE3BNwM,TRUE,42,resign,black,10+0,Scandinavian Defense: Mieses-Kotroc Variation
cUsijlOF,TRUE,9,resign,black,10+0,East Indian Defense
opCPCIV3,TRUE,53,resign,white,10+0,Indian Game: Normal Variation
ebMVLv1y,TRUE,52,resign,black,5+8,Philidor Defense #2
WngqdcER,TRUE,55,resign,black,15+15,Queen's Gambit Declined: Queen's Knight Variation
wz3QUJwb,TRUE,37,resign,white,15+15,Scandinavian Defense
yrFbUYjJ,TRUE,80,mate,black,15+15,Queen's Gambit Refused: Marshall Defense
AlkuM88s,TRUE,50,resign,black,20+0,Queen's Gambit Accepted: Central Variation |  Modern Defense
kwyWzxN4,TRUE,45,resign,white,30+0,Scandinavian Defense
HNxLOJUG,TRUE,49,resign,white,30+0,Scandinavian Defense
jr6qoPsF,FALSE,60,resign,black,15+10,Slav Defense #2
R6INkqkK,FALSE,47,mate,white,15+10,Queen's Gambit Refused: Chigorin Defense
Gi1DYVPQ,FALSE,69,resign,white,15+0,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
2UOeCwup,FALSE,18,resign,black,15+0,King's Pawn Game: Dresden Opening
bctJUyQY,TRUE,57,mate,white,10+0,Sicilian Defense: Scheveningen Variation |  Delayed Keres Attack
2amoTgOi,TRUE,34,draw,draw,10+10,French Defense: Tarrasch Variation |  Open System |  Suechting Line
ZxF2SRji,FALSE,45,resign,white,10+0,Giuoco Piano
xJr5TUEI,TRUE,53,outoftime,white,5+8,King's Indian Defense: Steiner Attack
AJm76xKz,TRUE,51,mate,white,5+8,Rat Defense: Small Center Defense
XU2wO7zr,TRUE,44,mate,black,5+8,Sicilian Defense
nxfaFQQt,FALSE,41,resign,white,5+8,Horwitz Defense
3CmelaEs,TRUE,27,resign,white,10+0,Philidor Defense #3
T2gshTWa,TRUE,64,mate,black,9+2,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order
1kxjgTPE,TRUE,81,resign,white,9+2,Modern Defense: Pseudo-Austrian Attack
WEpjCDKe,TRUE,63,mate,white,10+0,Scandinavian Defense: Modern Variation #2
0FQxZNFJ,TRUE,49,resign,white,15+2,Benoni Defense: Classical Variation |  New York Variation
NvjzRaj0,FALSE,138,mate,black,15+15,Yusupov-Rubinstein System
qDGozW0I,TRUE,91,mate,white,25+15,Slav Defense: Quiet Variation |  Pin Defense
mc0IO34X,TRUE,34,resign,black,5+5,Benoni Defense: Benoni-Indian Defense
V7ib2sTJ,TRUE,93,outoftime,white,5+5,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order
DVZUqpAr,TRUE,92,resign,black,12+15,Queen's Gambit Declined: Tartakower Defense |  Makogonov Exchange Variation
h0GAg9mV,TRUE,98,resign,black,10+0,Queen's Gambit Declined
QGEGqYLD,TRUE,109,resign,white,10+10,Blumenfeld Countergambit #2
vXy5BfIo,TRUE,78,draw,draw,10+10,Queen's Pawn Game: Mason Attack
wHKKdh6f,TRUE,80,outoftime,black,8+0,Sicilian Defense: Canal Attack |  Main Line
Z6nTLiW5,TRUE,77,outoftime,white,10+2,East Indian Defense
8c3usY4b,TRUE,166,outoftime,black,15+0,Bird Opening: Dutch Variation
f3jueh6V,TRUE,47,resign,white,15+2,Queen's Indian Defense: Spassky System
RgOF3U9r,TRUE,71,resign,black,1+30,Queen's Pawn Game: Colle System |  Anti-Colle
Dz2tpGC9,TRUE,60,resign,black,9+0,Sicilian Defense
qCmTWffu,TRUE,55,mate,white,10+0,Slav Defense: Bonet Gambit
rDC5hfuz,TRUE,27,resign,white,10+0,Englund Gambit Complex: Englund Gambit
CMMX45Qs,TRUE,96,mate,black,10+0,Italian Game: Evans Gambit |  Anderssen Defense
ETe5cbkl,TRUE,81,resign,black,10+0,King's Indian Defense
PJNWb4T4,TRUE,90,resign,black,10+0,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O
reEaLg6u,TRUE,54,resign,black,10+0,Queen's Gambit Declined: Traditional Variation
NxCWSDKc,TRUE,105,resign,white,10+0,Queen's Gambit Declined: 4.Bg5 Be7
8cSnt51G,TRUE,83,resign,white,10+0,Queen's Pawn
Hj8GeXwR,TRUE,76,mate,black,10+0,Queen's Pawn Game: Veresov Attack |  Classical Defense
IqPJlxkI,TRUE,89,mate,white,10+0,Slav Defense: Modern Line
iEbhkpsn,TRUE,35,resign,white,10+0,Torre Attack #2
rSZqVBCQ,TRUE,80,mate,black,10+0,Queen's Pawn Game
d7sWTWx1,TRUE,84,resign,black,10+0,Queen's Gambit Declined: Modern Variation |  Normal Line
jTXyRFxr,TRUE,37,resign,white,10+0,Queen's Pawn
xiHZ2Yz5,TRUE,100,mate,black,10+0,Ruy Lopez: Morphy Defense |  Tarrasch Variation
oLkwsuRA,TRUE,68,resign,black,10+0,Queen's Pawn Game: Zukertort Variation
urOIojmz,TRUE,25,resign,white,10+0,Queen's Gambit Declined: Cambridge Springs Variation
1UPdhws1,TRUE,70,resign,black,10+0,Ruy Lopez: Morphy Defense |  Anderssen Variation
OJS3i5Hi,TRUE,153,outoftime,draw,10+0,Nimzo-Indian Defense: Classical Variation
8uS7Lt5i,TRUE,1,resign,black,10+0,Mieses Opening
VOeOmP1j,TRUE,85,mate,white,10+0,Italian Game: Scotch Gambit |  Walbrodt-Baird Gambit
DhJjJAcy,TRUE,81,resign,black,10+0,Queen's Gambit Declined: Neo-Orthodox Variation
JYA5pIUS,TRUE,102,resign,black,10+0,Ruy Lopez: Morphy Defense |  Tarrasch Variation
SIIDLE69,TRUE,62,resign,black,10+0,Italian Game: Giuoco Pianissimo |  Canal Variation
nPslE2mm,TRUE,35,mate,white,10+0,Queen's Gambit Accepted: Rosenthal Variation
4IvnITug,TRUE,124,resign,black,10+0,Queen's Pawn Game: London System
oZCH3LR6,TRUE,61,mate,white,10+0,Semi-Slav Defense
nyU0rFbc,TRUE,72,resign,black,10+0,Semi-Slav Defense
NbWjsKAk,TRUE,41,resign,white,10+0,Queen's Gambit Declined: Traditional Variation
7Xgc8v5j,TRUE,57,mate,white,10+0,Pirc Defense #5
4BpgOt1S,TRUE,37,resign,white,10+0,King's Gambit Declined: Keene's Defense #2
5Np1HwDk,TRUE,17,resign,black,10+0,Bird Opening
t0Ge6UkK,TRUE,6,resign,white,10+0,Caro-Kann Defense: Two Knights Attack
ip8OPXQ6,TRUE,2,resign,black,10+0,Alekhine Defense
wvolfLL2,TRUE,7,resign,black,10+0,Scandinavian Defense: Modern Variation #2
GlvfpTqp,TRUE,97,resign,white,10+0,Bishop's Opening: Lewis Gambit
6fX1Gxpp,TRUE,67,resign,white,10+0,King's Indian Defense: Fianchetto Variation |  Yugoslav System |  without Nc3
46S3f6BL,TRUE,71,draw,draw,10+0,Queen's Gambit Declined: Vienna Variation
yu3CuO0H,TRUE,138,draw,draw,10+0,King's Gambit
z1LTn4pe,TRUE,40,resign,black,5+8,Yusupov-Rubinstein System
7NKtCk3B,TRUE,111,mate,white,15+0,Queen's Gambit Declined: Queen's Knight Variation
TMtvbg3w,TRUE,54,mate,black,10+0,Ruy Lopez: Classical Variation
0OXPfTEt,TRUE,33,resign,white,10+0,Queen's Pawn Game: Zukertort Variation
YzMf40DM,TRUE,90,resign,black,10+0,Queen's Pawn Game: London System
q3NHAFFp,TRUE,90,resign,black,10+0,Ruy Lopez: Classical Variation |  Central Variation
Gz7Icasx,TRUE,40,mate,black,10+0,Bishop's Opening: Ponziani Gambit
3n4poRIX,TRUE,49,outoftime,white,8+0,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order
XRuQPSzH,TRUE,50,resign,black,10+0,King's Indian Attack: French Variation
XPZikam7,TRUE,59,mate,white,10+0,Queen's Pawn Game: London System
bGiGLLkt,TRUE,104,mate,black,7+2,King's Pawn Game: King's Head Opening
qUetu3Fa,FALSE,33,resign,white,10+0,Danish Gambit Accepted |  Classical Defense
LmAF9EOQ,TRUE,64,mate,black,10+5,King's Pawn Game: Wayward Queen Attack
ZWXisimD,TRUE,62,outoftime,black,10+0,Ruy Lopez: Cozio Defense
VW8jn694,TRUE,47,mate,white,10+0,Ruy Lopez: Rotary-Albany Gambit
VCm6Y9sa,TRUE,30,resign,white,10+0,Center Game: Normal Variation
JfT9yIBl,TRUE,24,resign,white,10+0,Ruy Lopez: Exchange Variation |  Lutikov Variation
1GJI8zgp,TRUE,20,resign,white,45+1,Italian Game: Giuoco Pianissimo |  Normal
1vZFGZU4,FALSE,66,resign,black,30+0,Four Knights Game: Italian Variation
orGL4RMu,FALSE,12,outoftime,black,120+10,King's Knight Opening
5ORW5WNC,FALSE,63,resign,black,120+10,Queen's Pawn Game #2
Bys3Uii4,TRUE,82,resign,white,30+0,Queen's Pawn Game #2
6XdCEkkJ,TRUE,87,resign,white,30+0,Alekhine Defense
VCvbNgko,TRUE,19,resign,white,8+0,King's Pawn Game: Gunderam Gambit
kvaVGWlk,TRUE,59,mate,white,15+10,King's Pawn Game: Wayward Queen Attack
0gTDO6Av,FALSE,124,mate,black,8+0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
t7vvcwqO,TRUE,96,resign,black,10+4,Hungarian Opening
igSDFKv0,TRUE,53,outoftime,white,12+0,Queen's Pawn Game #3
facMwkUo,TRUE,39,mate,white,10+0,Van't Kruijs Opening
j5KY62yS,TRUE,10,mate,black,10+0,French Defense: Normal Variation
nyYULwUl,TRUE,51,mate,white,10+0,Center Game: Berger Variation
h0YsGMhj,TRUE,18,resign,black,15+0,Italian Game: Giuoco Piano |  Greco's Attack
o4T7dj5h,FALSE,106,mate,black,30+0,Four Knights Game: Italian Variation
VgNt0SSX,FALSE,38,mate,black,15+15,Philidor Defense #3
UvqLtnPM,TRUE,59,mate,white,7+2,Ruy Lopez: Exchange Variation
1b0kpInt,TRUE,111,mate,white,7+2,Caro-Kann Defense
dJEtAQp7,TRUE,28,resign,black,7+2,Ruy Lopez: Morphy Defense |  Tarrasch Variation
ZPHBiKBY,FALSE,101,outoftime,white,7+2,Center Game: Normal Variation
I8odmGjb,FALSE,15,mate,white,7+2,Scotch Game
DijZlfMy,FALSE,42,resign,white,7+2,Philidor Defense #3
LyRqbD4d,FALSE,118,resign,black,7+2,Englund Gambit Declined |  Reversed French
CvakmVNb,FALSE,34,resign,black,7+2,Giuoco Piano
O037dETy,FALSE,60,resign,black,7+2,Sicilian Defense: Hyperaccelerated Fianchetto
CxQlHSnq,FALSE,66,resign,black,7+2,Scotch Game
Q0jogkvi,FALSE,21,outoftime,white,5+8,Philidor Defense #3
QurxyQkA,TRUE,73,mate,white,15+1,Ruy Lopez: Morphy Defense |  Caro Variation
mJ9VpdxV,TRUE,159,mate,white,15+1,Italian Game: Anti-Fried Liver Defense
edYOVb5F,FALSE,74,resign,white,15+0,Scandinavian Defense: Mieses-Kotroc Variation
GstYv2mJ,FALSE,28,mate,black,15+0,Crab Opening
dFQ5D7CS,TRUE,112,mate,black,10+0,Philidor Defense #4
dTMpzAr1,TRUE,86,resign,black,10+0,Dutch Defense: Leningrad Variation |  Matulovic Variation
buoXEwKb,TRUE,56,resign,black,10+0,Sicilian Defense: Classical Variation
AEqpfigo,TRUE,125,resign,white,10+0,Ruy Lopez: Classical Variation |  Central Variation
t7gtqc9z,TRUE,55,resign,white,10+0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
ERRyWf9L,TRUE,112,resign,black,10+0,Owen Defense
PbA7qLqI,TRUE,64,resign,black,10+0,French Defense: Knight Variation
7XGden2P,TRUE,55,resign,white,10+0,Alekhine Defense: Four Pawns Attack |  Trifunovic Variation
7H9SOyVA,TRUE,175,outoftime,white,10+0,Sicilian Defense: Smith-Morra Gambit #2
VSl45k0U,TRUE,56,resign,black,10+0,Dutch Defense: Queen's Knight Variation
shlDgq35,TRUE,37,mate,white,10+0,Sicilian Defense
ccx5sbdg,TRUE,156,draw,draw,15+5,Ruy Lopez: Morphy Defense |  Breyer Defense |  Quiet Variation
v3kJsqZA,TRUE,81,resign,white,10+0,Ruy Lopez: Schliemann Defense
iiiP2PRY,TRUE,67,resign,white,10+0,Sicilian Defense: Staunton-Cochrane Variation
0AiouCIG,TRUE,86,resign,black,10+0,Ruy Lopez: Steinitz Defense
bkJUYQpI,TRUE,70,mate,black,10+0,Dutch Defense: Hopton Attack
lTjmuRcd,FALSE,106,mate,black,15+5,Sicilian Defense: Bowdler Attack
5XTZSGoB,TRUE,56,mate,black,10+0,Sicilian Defense: Delayed Alapin
BKe3rdje,TRUE,39,mate,white,15+5,Nimzowitsch Defense: Franco-Nimzowitsch Variation
ybva1AqP,TRUE,100,mate,black,10+0,Caro-Kann Defense: Modern Variation
GXIdbmMP,TRUE,117,mate,white,10+0,Ruy Lopez: Nuernberg Variation
nkkmrnGV,TRUE,63,resign,white,10+0,Alekhine Defense: Four Pawns Attack |  Main Line
PqhKCSC5,TRUE,86,outoftime,black,10+0,Sicilian Defense: Bowdler Attack
ABigAJEl,TRUE,80,mate,black,10+0,Dutch Defense: Queen's Knight Variation
0rnzVP30,TRUE,69,resign,white,15+5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
gpcYZZMp,FALSE,71,mate,white,17+3,Kadas Opening
PS4kBA8V,FALSE,81,resign,white,17+3,Sicilian Defense: Canal Attack |  Main Line
5xXoCwL4,TRUE,59,resign,black,15+5,Sicilian Defense
z8EM9V2v,FALSE,109,resign,white,15+5,Sicilian Defense: Najdorf Variation |  English Attack
BsbBPrNI,TRUE,34,mate,black,15+5,Sicilian Defense
z5wDecrp,TRUE,113,resign,white,15+0,Sicilian Defense: Scheveningen Variation |  Classical Variation
Hs2nKIDF,TRUE,134,outoftime,black,15+0,Sicilian Defense: Kan Variation |  Knight Variation
kVuHvNkK,TRUE,103,resign,white,5+8,Sicilian Defense: Bowdler Attack
QolX6o4a,TRUE,53,resign,white,1+19,Russian Game: Three Knights Game
ARD4Ec8W,TRUE,47,resign,white,15+0,Dutch Defense: Queen's Knight Variation
94bnYykD,TRUE,54,resign,black,15+0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
2g9nCLMO,TRUE,143,outoftime,white,15+0,Dutch Defense
q0ytH9Tu,TRUE,24,resign,black,5+5,Dutch Defense
orjQfMl4,TRUE,33,mate,white,5+8,Caro-Kann Defense
p4FoeJ7w,TRUE,67,mate,white,15+0,Philidor Defense: Exchange Variation
Xxc3p2uQ,TRUE,53,resign,white,15+0,French Defense: Winawer Variation
49fkm6ti,TRUE,54,resign,black,10+0,Sicilian Defense
uVvCheLr,TRUE,49,resign,black,10+0,Dutch Defense: Queen's Knight Variation
unM4W6yO,TRUE,30,resign,black,6+6,Ruy Lopez: Morphy Defense |  Classical Defense Deferred
paYlEGFZ,TRUE,41,resign,white,15+0,Sicilian Defense: Bowdler Attack
I11KlZYP,TRUE,62,mate,black,15+6,Sicilian Defense: Scheveningen Variation |  English Attack #2
DR9iFtmY,TRUE,118,resign,black,7+5,Dutch Defense: Normal Variation
JL2BrOUc,TRUE,66,resign,black,10+10,Philidor Defense: Exchange Variation
r6EA0F3R,FALSE,10,resign,white,30+30,English Opening: Anglo-Indian Defense |  Old Indian Formation
tSw1F0DM,FALSE,43,outoftime,white,10+10,Nimzo-Indian Defense: Three Knights Variation |  Duchamp Variation
FhR3Kn4V,FALSE,61,resign,white,10+0,Russian Game: Three Knights Game
vs2yLKnF,FALSE,85,outoftime,white,10+0,Alekhine Defense: Mokele Mbembe
q4nbt52r,FALSE,45,mate,white,10+0,Queen's Gambit Accepted: Old Variation
lgUO4PrV,FALSE,23,mate,white,10+0,Center Game: Hall Variation
0GDKnBd3,FALSE,36,resign,black,10+0,Italian Game: Classical Variation #2
REtkdnl7,FALSE,144,resign,black,10+0,Philidor Defense #3
QDvIy0Tn,FALSE,88,mate,black,10+0,Queen's Pawn Game #2
QEaMmduJ,FALSE,45,resign,white,10+0,King's Knight Opening
eIicJj8r,FALSE,40,resign,black,10+0,Russian Game: Urusov Gambit
oOiypbgy,FALSE,30,resign,black,10+0,French Defense
AbqKDOpO,FALSE,23,resign,white,10+0,Scandinavian Defense: Gubinsky-Melts Defense
kWzgNF9n,FALSE,196,mate,black,10+0,King's Pawn Game: Wayward Queen Attack
tOquIbKK,FALSE,59,resign,white,10+0,Philidor Defense #4
p0T4CoXC,FALSE,61,resign,white,10+0,Four Knights Game: Italian Variation
UEj6oJlJ,FALSE,58,resign,black,10+0,Sicilian Defense: Old Sicilian
JZIYeEQY,FALSE,15,resign,white,10+0,Blackmar-Diemer Gambit: Ryder Gambit
m1yyvvEJ,FALSE,51,resign,white,10+0,Zukertort Opening: Sicilian Invitation
ZUIggOv2,FALSE,55,resign,white,10+0,Sicilian Defense: Staunton-Cochrane Variation
lQfvyTY1,FALSE,55,resign,white,10+0,Four Knights Game: Spanish Variation |  Classical Variation
DBbi8IV7,FALSE,62,resign,black,10+0,Owen Defense
ePHFw0ib,FALSE,74,resign,black,10+0,King's Knight Opening
mtYkCIyO,FALSE,134,mate,black,10+10,French Defense: Two Knights Variation
1AdlJZ9k,FALSE,87,resign,white,10+10,Ruy Lopez: Morphy Defense |  Tarrasch Variation
SAZIu6bZ,FALSE,54,mate,black,10+10,English Opening: Anglo-Indian Defense |  King's Knight Variation
o7KxxECO,FALSE,189,mate,white,10+10,Philidor Defense #3
NBrcLYA0,FALSE,66,mate,black,10+10,French Defense: Advance Variation |  Nimzowitsch System
WtDrLD1C,FALSE,79,mate,white,10+10,Ruy Lopez: Steinitz Defense
cRnV7AoK,FALSE,58,resign,black,10+0,Italian Game: Anti-Fried Liver Defense
7PDE1LXl,FALSE,21,resign,black,10+0,French Defense: Normal Variation
GjYzTNIb,FALSE,148,mate,black,10+0,Queen's Pawn Game: Zukertort Variation
8l8DKCGa,FALSE,43,resign,white,10+0,King's Pawn Game: Damiano Defense
r4kMBuJ0,FALSE,58,mate,black,10+0,King's Pawn Game: Leonardis Variation
aSrEq0tT,FALSE,103,resign,white,10+0,Owen Defense
wowIG3Cn,TRUE,104,resign,black,15+10,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line
iLiMSfQw,TRUE,106,mate,black,10+5,Mieses Opening
TrKbsNxR,TRUE,31,resign,white,10+5,King's Indian Attack: Wahls Defense
DzNsdhqe,TRUE,12,resign,black,10+5,Sicilian Defense: Modern Variations |  Main Line
JdzySEO4,FALSE,96,outoftime,black,8+0,Sicilian Defense: French Variation
MgmLb2jQ,TRUE,63,resign,white,10+0,Sicilian Defense: Keres Variation
pN0ioHNr,TRUE,349,outoftime,white,10+0,Queen's Gambit Declined: Hastings Variation
ZEczGP5i,TRUE,157,resign,white,10+0,Semi-Slav Defense: Marshall Gambit
0KNM12o8,TRUE,23,resign,white,10+0,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
8kEcTD4b,TRUE,64,resign,black,10+0,Queen's Gambit Declined: Exchange Variation |  Positional Variation
3HKtv6te,TRUE,46,resign,white,10+0,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation
VyhTybZJ,TRUE,67,resign,black,10+0,Queen's Gambit Declined: Exchange Variation |  Positional Variation
csCbNnX0,FALSE,69,mate,white,10+0,Sicilian Defense
TfEHjImU,FALSE,50,mate,black,10+0,English Opening: King's English Variation |  Reversed Closed Sicilian
v20KuUjC,FALSE,87,mate,white,10+0,Zukertort Opening: Queenside Fianchetto Variation
n6l1uLdE,TRUE,45,resign,white,10+0,Caro-Kann Defense
VlNyVcuU,TRUE,24,mate,black,10+0,Bird Opening: Dutch Variation
IH39ATt5,TRUE,25,mate,white,10+0,English Opening: Anglo-Scandinavian Defense
0iJSOgjq,TRUE,32,resign,black,10+0,King's Knight Opening: Konstantinopolsky
IBGDjPvE,TRUE,78,resign,black,10+0,English Opening: Great Snake Variation
O6uJxyPY,TRUE,26,resign,black,10+0,Sicilian Defense: Bowdler Attack
fXansfLe,TRUE,29,resign,black,10+0,Van't Kruijs Opening
Q5NZ6Hi2,TRUE,60,resign,black,10+0,Queen's Pawn Game: Zukertort Variation
K15qyZ7Y,TRUE,47,resign,white,10+0,English Opening: King's English Variation
eNiGsc7e,TRUE,44,outoftime,black,10+0,Queen's Pawn Game
KJnXgUjh,TRUE,63,resign,white,10+0,English Opening: King's English Variation |  Reversed Closed Sicilian
qAznjWEG,TRUE,73,resign,black,10+0,Scandinavian Defense
nNwdUUBk,TRUE,61,resign,white,10+0,Caro-Kann Defense: Advance Variation |  Bayonet Attack
umV5fS6E,TRUE,51,resign,white,10+0,English Opening: King's English Variation
B491wf0g,TRUE,109,outoftime,white,10+0,Zukertort Opening: Queen's Gambit Invitation
JXfH9Gou,TRUE,31,resign,black,10+0,Caro-Kann Defense
pxeluFBd,TRUE,39,mate,white,10+0,Zukertort Opening: Queen's Gambit Invitation
2UcQ4dbW,TRUE,66,resign,black,10+0,Caro-Kann Defense
RN98FEH9,TRUE,10,resign,black,10+0,Caro-Kann Defense: Classical Variation
ElVHedjO,TRUE,89,resign,white,10+0,English Opening
sFeHU4f4,TRUE,50,resign,white,10+0,Sicilian Defense: Smith-Morra Gambit #2
FDgar9LN,TRUE,14,resign,black,10+0,King's Pawn Game: Macleod Attack
pynmW1Ny,TRUE,77,resign,black,10+0,Zukertort Opening: Kingside Fianchetto
UsjY0HRz,TRUE,34,resign,black,10+0,King's Pawn Game: Macleod Attack
TtBzAXE1,TRUE,151,mate,white,10+0,Queen's Pawn Game #2
BTgoPbQe,TRUE,42,resign,white,10+0,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
sLo0ugH0,TRUE,24,resign,black,10+0,Caro-Kann Defense
8xcdfZx3,TRUE,104,resign,black,10+0,English Opening: Caro-Kann Defensive System
Ck0ZuPRy,TRUE,82,mate,black,10+0,King's Pawn Game: Busch-Gass Gambit
1Ofgj5iQ,TRUE,71,mate,white,10+0,King's Pawn Game: Leonardis Variation
hDFsZPDd,TRUE,51,mate,white,10+0,Slav Defense
udQ7VgZG,TRUE,39,resign,white,10+0,Sicilian Defense: Staunton-Cochrane Variation
3UR9VC8n,TRUE,88,resign,black,10+0,King's Pawn Game: Macleod Attack
tsZVptcC,TRUE,40,resign,black,10+0,Queen's Pawn Game: Mason Attack
jUc35XYt,TRUE,45,resign,black,10+0,Queen's Pawn Game: Chigorin Variation
B4dpFqnV,TRUE,107,mate,white,10+0,King's Pawn Game: Macleod Attack
z0VaJEMu,TRUE,54,mate,black,10+0,Sicilian Defense: Staunton-Cochrane Variation
O7Fxz02z,TRUE,34,mate,black,10+0,Sicilian Defense: Alapin Variation
KQOvIIXQ,TRUE,70,mate,black,10+0,Caro-Kann Defense: Maroczy Variation
wpX521uk,TRUE,43,mate,white,10+0,Caro-Kann Defense
CwsDtOhD,TRUE,35,resign,white,10+0,Owen Defense
pdmZW0cl,TRUE,39,draw,draw,10+0,Scandinavian Defense
kTFcPqCS,TRUE,47,resign,white,10+0,Anderssen Opening
FWQrXRbq,TRUE,63,mate,white,10+0,Italian Game: Two Knights Defense |  de Riviere Gambit
AsvsUeMB,FALSE,40,resign,white,10+0,Sicilian Defense: Modern Variations
5Ib6MuCW,TRUE,129,outoftime,white,10+0,Zukertort Opening: Black Mustang Defense
MLIRvSD3,TRUE,90,mate,black,10+0,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
e81go7co,TRUE,45,resign,white,10+0,Three Knights Opening
xs1VBiLR,TRUE,118,mate,black,10+0,Three Knights Opening
IJeOuv9I,TRUE,49,mate,white,10+0,Four Knights Game: Italian Variation
oztjGqcs,TRUE,64,resign,black,10+0,Philidor Defense #2
6Is0IXFg,TRUE,42,mate,black,10+0,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
gzKxnMzD,FALSE,35,mate,white,5+7,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
0SK70dYC,TRUE,34,draw,draw,30+0,Scandinavian Defense
FlztYi0o,FALSE,25,resign,white,30+0,Sicilian Defense
AsvsUeMB,FALSE,40,resign,white,10+0,Sicilian Defense: Modern Variations
QaCKKfT5,FALSE,20,resign,white,30+0,Sicilian Defense: Smith-Morra Gambit #2
7HGFRzaw,TRUE,98,draw,draw,10+0,Van't Kruijs Opening
T36iI7im,FALSE,37,resign,white,30+0,Scotch Game
MvFSofk4,TRUE,70,mate,black,7+2,English Opening: Carls-Bremen System
ZxyisGkF,TRUE,60,mate,black,7+2,Caro-Kann Defense
K9VcoEh8,TRUE,53,mate,white,7+2,English Opening: Anglo-Scandinavian Defense |  Malvinas Variation
leL4EHHU,TRUE,66,resign,white,7+2,Czech Defense
4y8kCiVE,TRUE,80,outoftime,black,7+2,English Opening: Anglo-Scandinavian Defense
AGZzF89y,TRUE,53,outoftime,white,7+2,English Opening: Symmetrical Variation |  Fianchetto Variation
dnoyf479,TRUE,111,draw,draw,7+2,English Opening: Anglo-Dutch Defense
wOjuyMUr,TRUE,50,outoftime,black,7+2,Old Indian: Czech Variation
E0VHfFWs,TRUE,22,resign,black,7+2,Old Indian Defense
SKuvFiJ2,TRUE,83,mate,white,7+2,English Opening: Symmetrical Variation
OCQatWMW,TRUE,109,mate,white,7+2,English Opening: Symmetrical Variation
mDA1kiT1,TRUE,61,resign,white,7+2,English Opening: King's English Variation |  Reversed Closed Sicilian
T1Bap2Tu,TRUE,61,resign,white,7+2,French Defense: Winawer Variation |  Fingerslip Variation
oRGUg9CH,TRUE,63,outoftime,white,7+2,English Opening: Anglo-Indian Defense
YsgbplVx,TRUE,43,mate,white,7+2,Queen's Gambit Accepted: Saduleto Variation
GhzDQGGo,TRUE,61,resign,white,7+2,Caro-Kann Defense
yDYYDAo4,TRUE,98,outoftime,black,7+2,Queen's Gambit Declined: Exchange Variation |  Positional Variation
0qG17EB6,TRUE,107,draw,draw,7+2,Caro-Kann Defense
gIVb3GKd,TRUE,94,resign,black,7+2,Queen's Gambit Accepted: Central Variation |  McDonnell Defense
L2J5jj56,TRUE,86,resign,black,7+2,Caro-Kann Defense
GmJObz1N,TRUE,31,resign,white,7+2,Queen's Gambit Declined: Exchange Variation
p3OlchNb,TRUE,133,mate,white,7+2,Caro-Kann Defense: Hillbilly Attack
zVY5VooB,TRUE,72,mate,black,7+2,Slav Defense
X6eplK49,TRUE,88,draw,draw,7+2,Queen's Gambit Declined: Exchange Variation
Jnvut6DA,TRUE,126,draw,draw,7+2,Queen's Pawn Game: Chigorin Variation
99c5HwsK,TRUE,75,mate,white,7+2,Queen's Gambit Refused: Marshall Defense
rBYD0HJ1,TRUE,89,resign,white,7+2,Caro-Kann Defense
Km6qTwGR,TRUE,52,resign,black,7+2,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2
T1rhj1pU,TRUE,104,mate,black,7+2,Caro-Kann Defense
2m8FvBNm,TRUE,59,resign,white,7+2,Caro-Kann Defense
YCLAmyy6,TRUE,83,mate,white,7+2,Horwitz Defense
UQJE9uK9,TRUE,66,mate,black,7+2,Modern Defense
WNtbYemL,TRUE,24,mate,black,7+2,Queen's Pawn
K17FzWTz,TRUE,52,resign,black,7+2,Semi-Slav Defense: Normal Variation
tlPbUeeb,TRUE,90,resign,black,7+2,Queen's Pawn Game: Symmetrical Variation
2Q2NHtEo,TRUE,59,outoftime,white,7+2,Grob Opening: Spike |  Hurst Attack
BaB0hNLw,TRUE,14,outoftime,black,7+2,Italian Game: Anti-Fried Liver Defense
ua97pV22,TRUE,132,draw,draw,7+2,Dutch Defense: Rubinstein Variation
pgOKJ8zw,TRUE,126,resign,black,7+2,Queen's Pawn Game: London System
